WORD,LEVEL
unusual,A2
upstairs,A2
use,A2
used,A2
user,A2
usual,A2
valley,A2
van,A2
variety,A2
vehicle,A2
view,A2
virus,A2
voice,A2
wait,A2
war,A2
wash,A2
washing,A2
wave,A2
weak,A2
web,A2
wedding,A2
weight,A2
welcome,A2
wet,A2
wheel,A2
while,A2
whole,A2
whose,A2
wide,A2
wild,A2
wind,A2
winner,A2
wish,A2
wood,A2
wooden,A2
working,A2
worried,A2
worry,A2
worse,A2
worst,A2
wow,A2
yet,A2
yours,A2
zero,A2
absolutely,B1
academic,B1
access,B1
accommodation,B1
account,B1
achievement,B1
act,B1
ad,B1
addition,B1
admire,B1
admit,B1
advanced,B1
advise,B1
afford,B1
age,B1
aged,B1
agent,B1
agreement,B1
ahead,B1
aim,B1
alarm,B1
album,B1
alcohol,B1
alcoholic,B1
alternative,B1
amazed,B1
ambition,B1
ambitious,B1
analyse,B1
analysis,B1
announce,B1
announcement,B1
annoy,B1
annoyed,B1
annoying,B1
apart,B1
apologize,B1
application,B1
appointment,B1
appreciate,B1
approximately,B1
arrest,B1
arrival,B1
assignment,B1
assist,B1
atmosphere,B1
attach,B1
attitude,B1
attract,B1
attraction,B1
authority,B1
average,B1
award,B1
aware,B1
backwards,B1
bake,B1
balance,B1
ban,B1
bank,B1
base,B1
basic,B1
basis,B1
battery,B1
battle,B1
beauty,B1
bee,B1
belief,B1
bell,B1
bend,B1
benefit,B1
better,B1
bite,B1
block,B1
board,B1
bomb,B1
border,B1
bother,B1
branch,B1
brand,B1
brave,B1
breath,B1
breathe,B1
breathing,B1
bride,B1
bubble,B1
bury,B1
by,B1
calm,B1
campaign,B1
campus,B1
candidate,B1
cap,B1
captain,B1
careless,B1
category,B1
ceiling,B1
celebration,B1
central,B1
centre,B1
ceremony,B1
chain,B1
challenge,B1
champion,B1
channel,B1
chapter,B1
charge,B1
cheap,B1
cheat,B1
cheerful,B1
chemical,B1
chest,B1
childhood,B1
claim,B1
clause,B1
clear,B1
click,B1
client,B1
climb,B1
close,B1
cloth,B1
clue,B1
coach,B1
coal,B1
coin,B1
collection,B1
coloured,B1
combine,B1
comment,B1
commercial,B1
commit,B1
communication,B1
comparison,B1
competitor,B1
competitive,B1
complaint,B1
complex,B1
concentrate,B1
conclude,B1
conclusion,B1
confident,B1
confirm,B1
confuse,B1
confused,B1
connection,B1
consequence,B1
consist,B1
consume,B1
consumer,B1
contact,B1
container,B1
content,B1
continuous,B1
contrast,B1
convenient,B1
convince,B1
cool,B1
costume,B1
cottage,B1
cotton,B1
count,B1
countryside,B1
court,B1
cover,B1
covered,B1
cream,B1
criminal,B1
cruel,B1
cultural,B1
currency,B1
current,B1
currently,B1
curtain,B1
custom,B1
cut,B1
daily,B1
damage,B1
deal,B1
decade,B1
decorate,B1
deep,B1
define,B1
definite,B1
definition,B1
deliver,B1
departure,B1
despite,B1
destination,B1
determine,B1
determined,B1
development,B1
diagram,B1
diamond,B1
difficulty,B1
direct,B1
directly,B1
dirt,B1
disadvantage,B1
disappointed,B1
disappointing,B1
discount,B1
dislike,B1
divide,B1
documentary,B1
donate,B1
double,B1
doubt,B1
dressed,B1
drop,B1
drum,B1
drunk,B1
due,B1
dust,B1
duty,B1
earthquake,B1
eastern,B1
economic,B1
economy,B1
edge,B1
editor,B1
educate,B1
educated,B1
educational,B1
effective,B1
effectively,B1
effort,B1
election,B1
element,B1
embarrassed,B1
embarrassing,B1
emergency,B1
emotion,B1
employment,B1
empty,B1
encourage,B1
enemy,B1
engaged,B1
engineering,B1
entertain,B1
entertainment,B1
entrance,B1
entry,B1
environmental,B1
episode,B1
equal,B1
equally,B1
escape,B1
essential,B1
eventually,B1
examine,B1
except,B1
exchange,B1
excitement,B1
exhibition,B1
expand,B1
expected,B1
expedition,B1
experience,B1
experienced,B1
experiment,B1
explode,B1
explore,B1
explosion,B1
export,B1
extra,B1
face,B1
fairly,B1
familiar,B1
fancy,B1
far,B1
fascinating,B1
fashionable,B1
fasten,B1
favour,B1
fear,B1
feature,B1
fence,B1
fighting,B1
file,B1
financial,B1
fire,B1
fitness,B1
fixed,B1
flag,B1
flood,B1
flour,B1
flow,B1
fold,B1
folk,B1
following,B1
force,B1
forever,B1
frame,B1
freeze,B1
frequently,B1
friendship,B1
frighten,B1
frightened,B1
frightening,B1
frozen,B1
fry,B1
fuel,B1
function,B1
fur,B1
further,B1
garage,B1
gather,B1
generally,B1
generation,B1
generous,B1
gentle,B1
gentleman,B1
ghost,B1
giant,B1
glad,B1
global,B1
glove,B1
go,B1
goods,B1
grade,B1
graduate,B1
grain,B1
grateful,B1
growth,B1
guard,B1
guilty,B1
hand,B1
hang,B1
happiness,B1
hardly,B1
hate,B1
head,B1
headline,B1
heating,B1
heavily,B1
helicopter,B1
highlight,B1
highly,B1
hire,B1
historic,B1
historical,B1
honest,B1
horrible,B1
horror,B1
host,B1
hunt,B1
hurricane,B1
hurry,B1
identity,B1
ignore,B1
illegal,B1
imaginary,B1
immediate,B1
immigrant,B1
impact,B1
import,B1
importance,B1
impression,B1
impressive,B1
improvement,B1
incredibly,B1
indeed,B1
indicate,B1
indirect,B1
indoor,B1
indoors,B1
influence,B1
ingredient,B1
injure,B1
injured,B1
innocent,B1
intelligence,B1
intend,B1
intention,B1
invest,B1
investigate,B1
involved,B1
iron,B1
issue,B1
IT,B1
journal,B1
judge,B1
keen,B1
key,B1
keyboard,B1
kick,B1
killing,B1
kind,B1
kiss,B1
knock,B1
label,B1
laboratory,B1
lack,B1
latest,B1
lay,B1
layer,B1
lead,B1
leading,B1
leaf,B1
leather,B1
legal,B1
leisure,B1
length,B1
level,B1
lie,B1
like,B1
limit,B1
lip,B1
liquid,B1
literature,B1
live,B1
living,B1
local,B1
locate,B1
located,B1
location,B1
lonely,B1
loss,B1
luxury,B1
mad,B1
magic,B1
mainly,B1
mall,B1
management,B1
market,B1
marketing,B1
marriage,B1
meanwhile,B1
measure,B1
medium,B1
mental,B1
mention,B1
mess,B1
mild,B1
mine,B1
mix,B1
mixture,B1
mood,B1
move,B1
mud,B1
murder,B1
muscle,B1
musical,B1
mystery,B1
nail,B1
narrative,B1
nation,B1
native,B1
naturally,B1
necessarily,B1
need,B1
needle,B1
neighbourhood,B1
neither,B1
net,B1
next,B1
nor,B1
normal,B1
northern,B1
note,B1
now,B1
nuclear,B1
obvious,B1
obviously,B1
occasion,B1
occur,B1
odd,B1
official,B1
old-fashioned,B1
once,B1
operation,B1
organized,B1
organizer,B1
original,B1
originally,B1
ought,B1
ours,B1
outdoor,B1
outdoors,B1
pack,B1
package,B1
painful,B1
pale,B1
pan,B1
participate,B1
particularly,B1
pass,B1
passion,B1
path,B1
payment,B1
peaceful,B1
percentage,B1
perfectly,B1
performance,B1
personally,B1
persuade,B1
photographer,B1
photography,B1
pin,B1
pipe,B1
place,B1
planning,B1
pleasant,B1
pleasure,B1
plenty,B1
plot,B1
plus,B1
poem,B1
poet,B1
poetry,B1
point,B1
poison,B1
poisonous,B1
policy,B1
political,B1
politician,B1
politics,B1
port,B1
portrait,B1
possibly,B1
pot,B1
pour,B1
poverty,B1
powder,B1
powerful,B1
practical,B1
pray,B1
prayer,B1
prediction,B1
prepared,B1
presentation,B1
press,B1
pressure,B1
pretend,B1
previous,B1
previously,B1
priest,B1
primary,B1
prince,B1
princess,B1
printing,B1
prisoner,B1
private,B1
producer,B1
production,B1
profession,B1
profit,B1
program,B1
promote,B1
proper,B1
properly,B1
property,B1
protest,B1
proud,B1
prove,B1
pull,B1
punish,B1
punishment,B1
push,B1
qualification,B1
qualified,B1
qualify,B1
queue,B1
quit,B1
quotation,B1
quote,B1
race,B1
racing,B1
range,B1
rare,B1
rarely,B1
reaction,B1
reality,B1
receipt,B1
recommendation,B1
reference,B1
reflect,B1
regularly,B1
reject,B1
relate,B1
related,B1
relation,B1
relative,B1
relaxed,B1
relaxing,B1
release,B1
reliable,B1
religion,B1
religious,B1
remain,B1
remind,B1
remote,B1
rent,B1
repair,B1
repeat,B1
repeated,B1
represent,B1
request,B1
require,B1
reservation,B1
resource,B1
respect,B1
responsibility,B1
responsible,B1
result,B1
retire,B1
retired,B1
revise,B1
ring,B1
rise,B1
risk,B1
robot,B1
roll,B1
romantic,B1
rope,B1
rough,B1
row,B1
royal,B1
rugby,B1
rule,B1
safety,B1
sail,B1
sailor,B1
sample,B1
sand,B1
scan,B1
scientific,B1
script,B1
sculpture,B1
secondary,B1
security,B1
seed,B1
sensible,B1
separate,B1
seriously,B1
servant,B1
set,B1
set,B1
setting,B1
sex,B1
sexual,B1
shake,B1
share,B1
sharp,B1
shelf,B1
shell,B1
shift,B1
shine,B1
shiny,B1
shoot,B1
shy,B1
sight,B1
signal,B1
silent,B1
silly,B1
similarity,B1
similarly,B1
simply,B1
since,B1
sink,B1
slice,B1
slightly,B1
slow,B1
smart,B1
smooth,B1
software,B1
soil,B1
solid,B1
sort,B1
southern,B1
specifically,B1
spending,B1
spicy,B1
spirit,B1
spoken,B1
spot,B1
spread,B1
spring,B1
stadium,B1
staff,B1
standard,B1
state,B1
statistic,B1
statue,B1
stick,B1
stick,B1
still,B1
store,B1
stranger,B1
strength,B1
string,B1
strongly,B1
studio,B1
stuff,B1
substance,B1
successfully,B1
sudden,B1
suffer,B1
suit,B1
suitable,B1
summarize,B1
summary,B1
supply,B1
supporter,B1
surely,B1
surface,B1
survive,B1
swim,B1
switch,B1
symptom,B1
tail,B1
talent,B1
talented,B1
tape,B1
tax,B1
technical,B1
technique,B1
tend,B1
tent,B1
that,B1
theirs,B1
theme,B1
theory,B1
therefore,B1
this,B1
though,B1
throat,B1
throughout,B1
tight,B1
till,B1
tin,B1
tiny,B1
tip,B1
toe,B1
tongue,B1
total,B1
totally,B1
touch,B1
tour,B1
trade,B1
translate,B1
translation,B1
transport,B1
treat,B1
treatment,B1
trend,B1
trick,B1
truth,B1
tube,B1
type,B1
typically,B1
tyre,B1
ugly,B1
unable,B1
uncomfortable,B1
underwear,B1
unemployed,B1
unemployment,B1
unfair,B1
union,B1
unless,B1
unlike,B1
unlikely,B1
unnecessary,B1
unpleasant,B1
update,B1
upon,B1
upset,B1
used,B1
used,B1
valuable,B1
value,B1
various,B1
version,B1
victim,B1
view,B1
viewer,B1
violent,B1
volunteer,B1
vote,B1
warm,B1
warn,B1
warning,B1
waste,B1
water,B1
wave,B1
weapon,B1
weigh,B1
western,B1
whatever,B1
whenever,B1
whether,B1
while,B1
whole,B1
will,B1
win,B1
wing,B1
within,B1
wonder,B1
wool,B1
worldwide,B1
worry,B1
worse,B1
worst,B1
worth,B1
written,B1
wrong,B1
yard,B1
young,B1
youth,B1
abandon,B2
absolute,B2
academic,B2
acceptable,B2
accompany,B2
account,B2
accurate,B2
accuse,B2
acknowledge,B2
acquire,B2
actual,B2
adapt,B2
additional,B2
address,B2
administration,B2
adopt,B2
advance,B2
affair,B2
afterwards,B2
agency,B2
agenda,B2
aggressive,B2
aid,B2
aircraft,B2
alarm,B2
alter,B2
amount,B2
anger,B2
angle,B2
anniversary,B2
annual,B2
anxious,B2
apparent,B2
apparently,B2
appeal,B2
approach,B2
appropriate,B2
approval,B2
approve,B2
arise,B2
armed,B2
arms,B2
artificial,B2
artistic,B2
ashamed,B2
aspect,B2
assess,B2
assessment,B2
associate,B2
associated,B2
association,B2
assume,B2
attempt,B2
back,B2
bacteria,B2
bar,B2
barrier,B2
basically,B2
battle,B2
bear,B2
beat,B2
beg,B2
being,B2
bent,B2
bet,B2
beyond,B2
bill,B2
bitter,B2
blame,B2
blind,B2
bond,B2
border,B2
breast,B2
brief,B2
broad,B2
broadcast,B2
budget,B2
bullet,B2
bunch,B2
burn,B2
bush,B2
but,B2
cable,B2
calculate,B2
cancel,B2
cancer,B2
capable,B2
capacity,B2
capture,B2
cast,B2
catch,B2
cell,B2
chain,B2
chair,B2
chairman,B2
challenge,B2
characteristic,B2
chart,B2
chief,B2
circumstance,B2
cite,B2
citizen,B2
civil,B2
classic,B2
close,B2
closely,B2
collapse,B2
combination,B2
comfort,B2
command,B2
commission,B2
commitment,B2
committee,B2
commonly,B2
complex,B2
complicated,B2
component,B2
concentration,B2
concept,B2
concern,B2
concerned,B2
conduct,B2
confidence,B2
conflict,B2
confusing,B2
conscious,B2
conservative,B2
consideration,B2
consistent,B2
constant,B2
constantly,B2
construct,B2
construction,B2
contemporary,B2
contest,B2
contract,B2
contribute,B2
contribution,B2
convert,B2
convinced,B2
core,B2
corporate,B2
council,B2
county,B2
courage,B2
crash,B2
creation,B2
creature,B2
credit,B2
crew,B2
crisis,B2
criterion,B2
critic,B2
critical,B2
criticism,B2
criticize,B2
crop,B2
crucial,B2
cry,B2
cure,B2
current,B2
curve,B2
curved,B2
date,B2
debate,B2
debt,B2
decent,B2
declare,B2
decline,B2
decoration,B2
decrease,B2
deeply,B2
defeat,B2
defence,B2
defend,B2
delay,B2
deliberate,B2
deliberately,B2
delight,B2
delighted,B2
delivery,B2
demand,B2
demonstrate,B2
deny,B2
depressed,B2
depressing,B2
depth,B2
desert,B2
deserve,B2
desire,B2
desperate,B2
detail,B2
detailed,B2
detect,B2
dig,B2
disc,B2
discipline,B2
discount,B2
dishonest,B2
dismiss,B2
display,B2
distribute,B2
distribution,B2
district,B2
divide,B2
division,B2
document,B2
domestic,B2
dominate,B2
downwards,B2
dozen,B2
draft,B2
drag,B2
dramatic,B2
edit,B2
edition,B2
efficient,B2
elderly,B2
elect,B2
elsewhere,B2
emerge,B2
emotional,B2
emphasis,B2
emphasize,B2
enable,B2
encounter,B2
engage,B2
enhance,B2
enquiry,B2
ensure,B2
enthusiasm,B2
enthusiastic,B2
entire,B2
entirely,B2
equal,B2
establish,B2
estate,B2
estimate,B2
ethical,B2
evaluate,B2
even,B2
evil,B2
examination,B2
excuse,B2
executive,B2
existence,B2
expectation,B2
expense,B2
exploration,B2
expose,B2
extend,B2
extent,B2
external,B2
extraordinary,B2
extreme,B2
facility,B2
failure,B2
faith,B2
fault,B2
favour,B2
feather,B2
fee,B2
feed,B2
feedback,B2
feel,B2
fellow,B2
figure,B2
file,B2
finance,B2
finding,B2
firm,B2
fix,B2
flame,B2
flash,B2
flexible,B2
float,B2
fold,B2
folding,B2
following,B2
forgive,B2
former,B2
fortune,B2
forward,B2
found,B2
free,B2
freedom,B2
frequency,B2
fuel,B2
fully,B2
function,B2
fund,B2
fundamental,B2
funding,B2
furthermore,B2
gain,B2
gang,B2
generate,B2
genre,B2
govern,B2
grab,B2
grade,B2
gradually,B2
grand,B2
grant,B2
guarantee,B2
handle,B2
harm,B2
harmful,B2
hearing,B2
heaven,B2
heel,B2
hell,B2
hesitate,B2
high,B2
hire,B2
hold,B2
hollow,B2
holy,B2
honour,B2
host,B2
house,B2
household,B2
housing,B2
humorous,B2
humour,B2
hunt,B2
hunting,B2
hurt,B2
ideal,B2
illustrate,B2
illustration,B2
imagination,B2
impatient,B2
imply,B2
impose,B2
impress,B2
impressed,B2
inch,B2
incident,B2
income,B2
increasingly,B2
industrial,B2
infection,B2
inform,B2
initial,B2
initially,B2
initiative,B2
inner,B2
insight,B2
insist,B2
inspire,B2
install,B2
instance,B2
institute,B2
institution,B2
insurance,B2
intended,B2
intense,B2
internal,B2
interpret,B2
interrupt,B2
investigation,B2
investment,B2
issue,B2
joy,B2
judgement,B2
junior,B2
justice,B2
justify,B2
labour,B2
landscape,B2
largely,B2
latest,B2
launch,B2
leadership,B2
league,B2
lean,B2
leave,B2
level,B2
licence,B2
limited,B2
line,B2
lively,B2
load,B2
loan,B2
logical,B2
long-term,B2
loose,B2
lord,B2
low,B2
lower,B2
lung,B2
maintain,B2
majority,B2
make,B2
map,B2
mass,B2
massive,B2
master,B2
matching,B2
material,B2
maximum,B2
means,B2
measurement,B2
medium,B2
melt,B2
military,B2
mineral,B2
minimum,B2
minister,B2
minor,B2
minority,B2
mission,B2
mistake,B2
mixed,B2
model,B2
modify,B2
monitor,B2
moral,B2
motor,B2
mount,B2
multiple,B2
multiply,B2
mysterious,B2
narrow,B2
national,B2
neat,B2
negative,B2
nerve,B2
nevertheless,B2
nightmare,B2
notion,B2
numerous,B2
obey,B2
object,B2
objective,B2
obligation,B2
observation,B2
observe,B2
obtain,B2
occasionally,B2
offence,B2
offend,B2
offensive,B2
official,B2
opening,B2
operate,B2
opponent,B2
oppose,B2
opposed,B2
opposition,B2
organ,B2
origin,B2
otherwise,B2
outcome,B2
outer,B2
outline,B2
overall,B2
owe,B2
pace,B2
package,B2
panel,B2
parliament,B2
participant,B2
partly,B2
passage,B2
patient,B2
pension,B2
permanent,B2
permit,B2
perspective,B2
phase,B2
phenomenon,B2
philosophy,B2
pick,B2
picture,B2
pile,B2
pitch,B2
plain,B2
plot,B2
plus,B2
pointed,B2
popularity,B2
pose,B2
position,B2
positive,B2
possess,B2
potential,B2
power,B2
praise,B2
pregnant,B2
preparation,B2
presence,B2
preserve,B2
price,B2
prime,B2
principle,B2
print,B2
priority,B2
privacy,B2
procedure,B2
process,B2
produce,B2
professional,B2
progress,B2
project,B2
proof,B2
proposal,B2
propose,B2
prospect,B2
protection,B2
psychologist,B2
psychology,B2
publication,B2
pupil,B2
purchase,B2
pure,B2
pursue,B2
range,B2
rank,B2
rapid,B2
rapidly,B2
rate,B2
raw,B2
reach,B2
realistic,B2
reasonable,B2
recall,B2
recover,B2
reduction,B2
regard,B2
regional,B2
register,B2
regret,B2
regulation,B2
relatively,B2
relevant,B2
relief,B2
rely,B2
remark,B2
representative,B2
reputation,B2
requirement,B2
rescue,B2
reserve,B2
resident,B2
resist,B2
resolve,B2
resort,B2
retain,B2
reveal,B2
revolution,B2
reward,B2
rhythm,B2
rid,B2
root,B2
round,B2
routine,B2
rub,B2
rubber,B2
rural,B2
rush,B2
sample,B2
satellite,B2
satisfied,B2
satisfy,B2
saving,B2
scale,B2
schedule,B2
scheme,B2
scream,B2
screen,B2
seat,B2
sector,B2
secure,B2
seek,B2
select,B2
selection,B2
self,B2
senior,B2
sense,B2
sensitive,B2
sentence,B2
sequence,B2
session,B2
settle,B2
severe,B2
shade,B2
shadow,B2
shallow,B2
shame,B2
shape,B2
shelter,B2
shift,B2
ship,B2
shock,B2
shocked,B2
shooting,B2
shot,B2
significant,B2
significantly,B2
silence,B2
silk,B2
sincere,B2
slave,B2
slide,B2
slight,B2
slip,B2
slope,B2
solar,B2
somewhat,B2
soul,B2
specialist,B2
species,B2
speed,B2
spiritual,B2
split,B2
sponsor,B2
spot,B2
spread,B2
stable,B2
stage,B2
stand,B2
stare,B2
status,B2
steady,B2
steel,B2
steep,B2
step,B2
sticky,B2
stiff,B2
stock,B2
stream,B2
stretch,B2
strict,B2
strike,B2
structure,B2
struggle,B2
stuff,B2
subject,B2
submit,B2
sum,B2
surgery,B2
surround,B2
surrounding,B2
survey,B2
suspect,B2
swear,B2
sweep,B2
switch,B2
sympathy,B2
tale,B2
tank,B2
target,B2
tear,B2
tear,B2
temporary,B2
term,B2
therapy,B2
threat,B2
threaten,B2
thus,B2
time,B2
title,B2
tone,B2
tough,B2
track,B2
transfer,B2
transform,B2
transition,B2
trial,B2
trip,B2
tropical,B2
trouble,B2
truly,B2
trust,B2
try,B2
tune,B2
tunnel,B2
ultimately,B2
unconscious,B2
unexpected,B2
unique,B2
universe,B2
unknown,B2
upper,B2
upwards,B2
urban,B2
urge,B2
value,B2
vary,B2
vast,B2
venue,B2
very,B2
via,B2
victory,B2
violence,B2
virtual,B2
vision,B2
visual,B2
vital,B2
vitamin,B2
volume,B2
wage,B2
way,B2
weakness,B2
wealth,B2
wealthy,B2
whereas,B2
wherever,B2
whisper,B2
whom,B2
widely,B2
wildlife,B2
willing,B2
wind,B2
wire,B2
wise,B2
witness,B2
worse,B2
worst,B2
worth,B2
wound,B2
wrap,B2
wrong,B2
yet,B2
zone,B2
